case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label,claude_hostility,claude_question_type,gpt_hostility,gpt_question_type
09-751,j__samuel_a_alito_jr,223,"So let me -- let me give you this example.
Suppose someone believes that African Americans are inferior, they are inherently inferior, and they are really a bad influence on this country.
And so a person comes up to an African-American and starts berating that person with racial hatred.
Now is that in -- this is just any old person on -- any old African-American on the street.
That's a matter of public concern?",margie_j_phelps,"Absolutely, Justice Alito.",1.0,0,,,5,HYPOTHETICAL
09-751,j__samuel_a_alito_jr,251,Why aren't the members of the family -- why aren't the members of the family of the deceased a captive audience at the funeral?,margie_j_phelps,"Thank you, Justice Breyer.
And I'm taking that we are speaking now of the intrusion claim, and I believe that I could offer you a compare and contrast, two extremes that may help us here.
On the one hand, you have a body of law that comes under the heading of captive audience.
And you can go into that body of law and read all those cases in one sitting, so to speak, from which you would conclude that it is very narrow, it is very limited, and there must be some actual physical sound, sight, intrusion, if you are talking about invasion of privacy.
At the other extreme, for a compare and contrast, is what they seek in this case, what the trial judge gave them in this case, which is: In an unspecified period of time that each individual will call their mourning period, no one, at any time, any place, any manner, may say any word that that mourner says caused me emotional distress.
That would chill too much speech.",1.0,0,,,5,HYPOTHETICAL
09-751,j__samuel_a_alito_jr,253,I thought the targeted picketing of a person's house is not protected by the First Amendment.,margie_j_phelps,"If we were right outside the door like the other expressers were in these exhibits, they might have been.
Your body of law about captive audience, when you -- Hill v. Colorado, Madison, Schenck.
That line of cases recently, taking the picketing -- where they, by the way, specifically said at footnote 25 this isn't about content.
You've got to be up -- again, I will uses the colloquial term -- up in your grill.
The term I think the Court used was confrontational.
Now, you can't be a captive audience with -- to someone that you couldn't see when the test is--",1.0,0,,,4,CLARIFYING
09-751,j__samuel_a_alito_jr,255,What's the difference between that and picketing around the site of the funeral?,margie_j_phelps,"--Focused picketing, per Frisby, directly in front of can be regulated.
And even in Frisby, the Court--",1.0,0,,,5,DEVILS_ADVOCATE
09-751,j__samuel_a_alito_jr,257,"So it doesn't have to do with whether this is a -- what you characterize as a public funeral as opposed to a private funeral?
That is not the distinction you are relying upon any longer?",margie_j_phelps,"--Proximity, Justice Alito.
Because the captive audience doctrine, as fleshed out in those abortion picketing cases, what you were looking at was: Is it practical for the person to avoid it without having to run a gauntlet?
That's why you said images observable, the only objection you can have there is content.
Get up and close the blinds.",1.0,0,,,3,CLARIFYING
09-751,j__samuel_a_alito_jr,281,"What if a parent is called after the -- puts in the obituary information and called by the local newspaper and asked for a comment, and he says or she says, I'm proud of my son because he died in the service of our country.
Does that -- is he stepping into a public debate by doing that?",margie_j_phelps,"--I don't know in the context of a war, if I can give a definitive answer to that.
It was not an issue of seeking maximum publicity; it was an issue of using an existing public platform to bring a viewpoint that was not being articulated.
For two years this church--",1.0,0,,,5,HYPOTHETICAL
08-1438,j__samuel_a_alito_jr,32,Isn't it argued that a possible purpose of that was to make it clear that the Federal Government couldn't sue a State to recover money that had been given to it?,kevin_k_russell,"I think it's common in that circumstance to sue the State attorney general for Ex parte Young relief, for example, if you have a constitutional claim against the statute, as may very well have happened in the California case, or the governor, I guess.
So I don't think that naming -- having a State as a defendant is necessary for that purpose here.
In addition, as I mentioned before, I think even the State acknowledges that damages are appropriate relief against local governments, but Congress made clear that when it intended the identity of a party to result in a dramatically different scope of relief, it did so expressly, and you can see that in the U.S. enforcement provision.
There, Congress specially authorized suits by the United States and had its own remedial provision which provides only for declaratory and injunctive relief.
And that shows both that Congress didn't expect courts to simply figure out that different kinds of defendants would be subject to different appropriate relief, but also--",0.0,1,,,5,DEVILS_ADVOCATE
08-1438,j__samuel_a_alito_jr,34,"You addressed the -- the effect of the issue here on persons who are in State institutions other than penal institutions.
What would be -- what's the effect of the issue here on land use restrictions?
Are there many cases in which issues involving land use restrictions are -- are raised in litigation against the State as opposed to a municipality?",kevin_k_russell,"--Well, the fact -- I would say two things about that.
One is Congress didn't limit that provision to suits against States.
It's anybody who gets sued by the United States is limited to equitable injunctive relief.
And that's, again, an example of Congress treating States the same as everybody else.
Whether they are sued by the United States or sued by a private party, it is the same relief.
It's the same remedial provision and we think that suggests the same relief.
That provision also kind of -- the language of that provision, ""injunctive or declaratory relief"", stands in pretty stark contrast to the facially broader phrase ""appropriate relief"" in the general provision.
In addition to RLUIPA itself, I think it's also worth pointing out that the State had independent notice under section 2000(d)(7) -- this is the Rehabilitation Act Amendments of 1986, where Congress made clear to Texas that it would be subject to suit for damages under any statute that -- under a section of any statute that prohibits discrimination by Federal funding recipients.
And I think the question here boils down to whether RLUIPA is materially distinguishable from section 504, which is listed in section 2000(d)(7) as an example of a statute prohibiting discrimination.
And if -- I think that means that the catch-all has to at least be broad enough to encompass section 504, and in our view, the two statutes are not distinguishable.
Both prohibit both the kind of disparate treatment of similarly-situated individuals that the State acknowledges constitutes discrimination and requires accommodations in some circumstances.",0.0,1,,,4,CLARIFYING
08-1438,j__samuel_a_alito_jr,50,"Suppose Congress passes a statute that creates a private right of action against both the Federal Government and against the States and in both instances authorizes all appropriate relief.
Are damages available in the action against the Federal Government as well as the State government?",sarah_harrington,"Mr. Chief Justice, and may it please the Court:
The Respondent in this case agrees that when it accepts Federal funds for its correctional system it voluntarily waives its sovereign immunity to private suits in Federal court to enforce RLUIPA, and it is clear under this Court's decisions in cases such as Franklin and Barnes that that voluntary waiver encompasses a waiver to suits for money damages.",-1.0,1,,,4,HYPOTHETICAL
08-1438,j__samuel_a_alito_jr,52,"Well, the State -- the State provision is a Spending Clause provision.",sarah_harrington,"Well, it would depend on the context to answer both questions.",-1.0,1,,,5,CLARIFYING
08-1438,j__samuel_a_alito_jr,54,And what about the Federal Government?,sarah_harrington,"Then the answer would be yes as to the States.
This Court has been clear in cases such as Franklin and Barnes that in the Spending Clause context, unless Congress indicates an intent to rebut the presumption somehow--",-1.0,1,,,4,CLARIFYING
08-1438,j__samuel_a_alito_jr,56,"What sense does that make?
Other than -- I know you are representing a client and so special pleading for your client is -- is to be expected, but I find that very difficult to accept.
If ""all appropriate relief"" includes damages as against the State that accepts Federal money, then you know, what's good for the State should be good for the Federal Government.",sarah_harrington,"--In the Federal Government probably not, although this Court has looked to background principles in interpreting words such as ""appropriate"".",-1.0,1,,,7,CHALLENGING
08-1438,j__samuel_a_alito_jr,112,"Before you do that, Barnes and Franklin were cases involving implied rights of action; isn't that right?",james_c_ho,"--In some limited formats, but it wouldn't be compensatory damages in the sense that we are talking about in this case.
An additional indication would be the fact that the words ""appropriate relief"" aren't just attached to the claim.
It's attached to both claim or defense.
And of course it makes no sense to say that you can get money damages by asserting RLUIPA as a defense.
So for all those reasons, the City of Austin might actually have a good case that damages aren't available even against them.
Of course, it doesn't matter for our case, because the whole point is if the City of Austin were to lose due to Barnes and Franklin, what we know for sure here is that Barnes and Franklin have nothing, nothing whatsoever, to do with the States.
If I may, I would like to spend a little bit of time on that issue.",1.0,1,,,4,CLARIFYING
08-1438,j__samuel_a_alito_jr,114,Okay.,james_c_ho,"Yes.
With the 2000d(7) backdrop, but yes, Your Honor.",1.0,1,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,18,The question is whether he's aggrieved within the meaning of Title VII.,eric_schnapper,"I think the thrust of your question was -- is: Are the shareholders like Thompson?
And I think that Thompson's situation is quite different.
He was the very target of the illegal act.
The illegality occurs only by means of dismissing him.",0.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,20,"And your argument is that if there is injury, in fact, sufficient to satisfy Article III of the Constitution, then the person is aggrieved.",eric_schnapper,That is the other question.,0.0,0,,,2,CLARIFYING
09-291,j__samuel_a_alito_jr,22,Is it your argument that we have -- that we should go that far?,eric_schnapper,"The Court's decision in Trafficante goes that far, and in practice it has not proved a problem under Title VIII.
That's generally been its understanding here.",0.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,24,We don't need to go that far?,eric_schnapper,We do not--,0.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,26,Where do we draw the line?,eric_schnapper,--You don't need to go that far.,0.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,28,"Where does that come from?
Where does that test come from?",eric_schnapper,"Well, I think the Government -- I think as far as you need to go, which is not the same as saying, that's as far as the law goes, is the standard articulated by the Government, as in McCready, where the action against Thompson was the very method by which the law was violated; that that would satisfy the requirement of person aggrieved.",0.0,0,,,5,CHALLENGING
09-291,j__samuel_a_alito_jr,30,"I understand the argument.
I don't really -- it's not too helpful, at least to me, to say, as far as we need to go in order to reverse.
That's really not how the statute ought to be interpreted, I would say.
What does it mean?
Now, I understand the argument that ""aggrieved"" means all the way to what's -- all that's necessary is what is necessary to satisfy the Constitution.
And I understand that argument.
It's a very broad argument with a lot of implications.
But if that's not correct, then what is the correct test and where does it come from?",eric_schnapper,"Your Honor, I don't -- I think that's as far as you need to go in this case.
I think the standard of aggrieved is broader than that, but the -- as this has played out in the lower courts since Trafficante, there's a wide range of different kinds of circumstances under which the Trafficante rule has been invoked in Title VII cases.
We're not asking you to address all of those.",0.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,34,"Suppose Thompson were not Regalado's fiancee at the time.
Suppose they were just -- they were just good friends.
Would -- and everything else happened, and he alleged that he was fired in retaliation for her engaging in protected conduct.
The way the company wanted to get at her was by firing her friend.
Would that be enough?",eric_schnapper,"--Well, the -- we think that's just clearly wrong.
The statute provides a cause of action.
If I might go back to how that came up in the court of appeals, the court of appeals appears to have assumed that third-party reprisals are unlawful.
That's not entirely clear.
Then in footnote 1, the court of appeals said that Thompson was aggrieved.
Notwithstanding that, they then went on to say that -- there's no cause of action in the statute, they said in section 704(a).
That really doesn't make any sense.
The -- the statute provides an express cause of action that says that individuals -- certain individuals, if the requirements are met, can bring lawsuits.
So the question is, as -- as Justice Alito put it and -- and was put before, which is whether the plaintiff is aggrieved.
But if he's aggrieved, he's clearly got a cause of action--",0.0,0,,,4,HYPOTHETICAL
09-291,j__samuel_a_alito_jr,36,"How does that translate?
How does that Burlington Northern standard translate into this situation in which there is some sort of relationship between the -- the person who engaged in the protected conduct and the person who suffers the adverse employment action?
That's what's troubling to me about -- about the theory.
Where it's a fiancee, it's -- that's a relatively strong case, but I can imagine a whole spectrum of cases in which there is a lesser relationship between those two persons, and if -- if -- if -- unless there's a clear line there someplace, this theory is rather troubling.",eric_schnapper,"--Well, the -- the plaintiff would have to prove two things.
First of all, the plaintiff would have to prove that that was indeed the company's motive for picking him to fire him.
Secondly, under this Court's decision in Burlington Northern, the plaintiff would have to show that this is a retaliatory action sufficiently serious that it was -- it would likely persuade a reasonable employee in Regalado's position to dissuade her complaint.
And -- and that's why we've agreed with the Respondents' contention that -- that they're entitled to an evidentiary determination about whether that standard was met here.
So that's an important limiting principle, and it has--",0.0,0,,,5,HYPOTHETICAL
09-291,j__samuel_a_alito_jr,38,"Can you help -- can you help provide where the clear line is?
Does it go -- does it include simply a good friend?
Does it include somebody who just has lunch in the cafeteria every day with the person who engaged in the protected conduct?
Somebody who once dated the person who engaged in the protected conduct?
Are these all questions that have to go to a jury?",eric_schnapper,"--Well, I think--",0.0,0,,,5,HYPOTHETICAL
09-291,j__samuel_a_alito_jr,60,"Put yourself in the -- in the shoes of an employer, and you -- you think -- you want to take an adverse employment action against employee A.
You think you have good grounds for doing that, but you want -- before you do it, you want to know whether you're potentially opening yourself up to a retaliation claim.
Now, what is the employer supposed to do then?
They say, well, let's -- we need to survey everybody who is engaged in protected conduct, and now we need to see whether this person who we're thinking of taking the adverse employment action against has a, quote, unquote, ""close relationship"" with any of those people.
So what do you do?
Do you call everybody in from the company and you say, now, is -- you know, was -- are these people dating?
Did they once date?
Are they good friends?
What are you supposed to do?",leondra_r_kruger,"Mr. Chief Justice, and may it please the Court:
When an employer fires an employee as a means of retaliating against a relative or close associate who has filed an EEOC charge, the employee who has been fired is entitled under Title VII to go to court and seek appropriate remedies, even if he hasn't himself engaged in protected activity.",2.0,0,,,6,HYPOTHETICAL
09-291,j__samuel_a_alito_jr,62,"I understand that.
I do understand that, but I wish you -- I would like you to answer my question.
Does the employer have to keep a -- a journal on the intimate or casual relationships between all of its employees, so that it knows what it's -- it's opening itself up to when it wants to take an action against someone?",leondra_r_kruger,"Justice Alito, we are not arguing for a test that would create a kind of protection for a so-called right of association under Title VII.
It's not the case that so long as somebody is associated with somebody who has complained about discrimination they would be automatically protected under the test that we're advocating.
The reason the relationship is important in this case is because it tends to render plausible the argument that there's a causal connection between the adverse action visited on Thompson in this case--",2.0,0,,,6,CHALLENGING
09-291,j__samuel_a_alito_jr,84,"But you're -- you're a reasonable person.
What would you say is the degree of closeness that is required?",leondra_r_kruger,"--Well, an employer always is going to have to be careful to some degree not to visit harm on an employee for retaliatory reasons.",2.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,86,Very good friends is enough?,leondra_r_kruger,"I don't think that there's any way to fashion a hard and fast rule.
The fact of the matter is that most of the cases that have arisen that have raised third-party retaliation arguments, which are indeed cognizable under a number of -- of employment statutes, and I don't think Respondent disputes that they are rightly so -- have largely concerned relationships like the relationship between parent and child, between husband and wife.
In one case under the Occupational Safety and Health Act, it's involved a relationship between very good friends in the workplace, whereas there is a D.C. Court of Appeals decision that holds that a merely professional relationship that doesn't exhibit that degree of personal affection isn't sufficiently close.",2.0,0,,,4,CLARIFYING
09-291,j__samuel_a_alito_jr,104,"Well, if someone in Thompson's position filed a charge with the EEOC, couldn't the EEOC tell him, you're the wrong person to sue?",leondra_r_kruger,"--Well, that is certainly one point.
But I think even if they were perfectly informed and the rule that this Court announced was one that put Regalado in the driver's seat entirely with respect to whether or not to pursue the cause of action under Title VII, there would still be a problem with respect to whether or not she could seek full relief, the relief that's necessary to make him whole.",2.0,0,,,3,CLARIFYING
09-291,j__samuel_a_alito_jr,108,"If the rule is that -- if the rule is otherwise, why couldn't they provide advice?",leondra_r_kruger,"--Well, the EEOC certainly does think he's the right person.
If this Court were to say that the EEOC's wrong--",2.0,0,,,5,CHALLENGING
09-1498,j__samuel_a_alito_jr,26,"If we were to decide this based on subsection (F) involving the counting of 10 days, wouldn't that render our decision on anything that we had to say about subsection (D) dictum?",matthew_d_roberts,"--Two other circuits, but there aren't any that have -- that have held to the contrary.",0.0,1,,,4,CLARIFYING
09-1498,j__samuel_a_alito_jr,110,"When you're trying -- when you're trying to figure out -- when you're dealing with procedural rules that involve filing things in court, it was once thought to make sense to exclude weekends because things couldn't be filed on the weekends, but when you're talking about transporting a prisoner.
What sense does it make to exclude the weekend?
Does this--",matthew_d_roberts,"--Well, I think that -- that my point is that when it doesn't specify whether it's business or calendar days, that Congress anticipated the courts would say, okay, let's look to the background rule; and the place, the sensible place to look to the background rule is the rule -- is a rule of criminal procedure in analogous contexts.
In fact, courts frequently do that when they're trying to interpret statutes to figure out what the 10-day limit is/as many of the -- many of the cases cited in the ALR article that Respondent cites show.",0.0,1,,,5,CHALLENGING
09-1498,j__samuel_a_alito_jr,112,"--Do these flights of prisoners from one facility to another come to a stop when -- you know, when the whistle blows on Saturday -- on Friday afternoon?",matthew_d_roberts,Well--,0.0,1,,,4,HYPOTHETICAL
09-1498,j__samuel_a_alito_jr,116,"Suppose the petition here had simply raised one question, and that is the question of how you count time under -- under a version of Rule 45 of the Federal Rules Of Criminal Procedure that is not -- no longer in effect and as to which there is no conflict in the circuits.
How would you grade the chances of the Court taking cert on that?",jeffrey_l_fisher,"Mr. Chief Justice, and may it please the Court:
Before turning to the substance, I would like to, if I may, start with the procedural question that Justice Sotomayor raised and that -- and that my opponent just completed with, because I want to be sure there's no confusion on the posture of this case.
In particular, this Court's precedents squarely reject the notion that there's any history in this Court's precedents for refusing to reach an argument in this posture.
In particular, in Langness v. Green, 282 U.S. 531, this Court held in 1931 that a Respondent's, quote, ""right"" to defend a judgment below on a ground that is properly preserved all along and that the lower court reached and rejected is, quote, ""beyond successful challenge"".
Now, I'm not sure -- I'm not aware of any exception from that rule in the 80 years since.",1.0,1,,,4,HYPOTHETICAL
09-1498,j__samuel_a_alito_jr,118,"If I could just come back to where you started before you go on to these additional points.
Your argument is that if the Government petitions for cert on one issue that's a legal issue on which there's a conflict in the circuits and the Respondent in a criminal case says that the -- asks to have the decision below affirmed on 15 other grounds, we -- and raises those in the bio, we take the case anyway, we are duty-bound to decide every one of those 15 grounds?",jeffrey_l_fisher,"Well, I'll take your hypothetical, Justice Alito, but I do want to be able to correct the notion that it's of no longer continuing importance.
But I'll assume that your hypothetical on that kind of a question would be cert denied.
But that's never been an obstacle to reaching the question.
Let me give you two things that are very important here.
The first is the problem with the Government's citation to Nobles is not just a distinction between discretion and law.
If you look at the Solicitor General's own reply brief in that case, it pointed out that the problem with the alternative argument there was that it would give the defendant different relief.
So it was therefore subject to the cross-petitions rule, and that's the section in Stern and Gressman that's cited in their briefs.
Those are the only two citations they have, the citations to Nobles and the citations to Stern and Gressman, which are all about cross-petitions when the defendant wants different relief.
We want exactly the same relief.
We want a dismissal on the Speedy Trial Act.
So finally, even if it were somehow discretionary and this Court were to consider in this case breaking from its unbroken precedent of 80 years -- let me give you one more example before I turn to the discretionary.
In the Walling case in 1947, this Court reached as an alternative ground the defendant's argument that there was insufficient evidence.
Now, that's sort of the quintessential un-cert-worthy question, but this Court felt required to reach it because the lower court had reached it and rejected it and the defendant had preserved it all along in that case.
And in the Union Pacific case in 2009 -- I can keep giving you citations.
But let me just say, even if it were discretionary, you would still want to reach it in this case, because at pages 18 and 19 of the Solicitor General's brief there are citations to a circuit split on this issue.
And the new Rule 45 hasn't made that go away for two reasons.
The first is because the Solicitor General's own argument now doesn't depend on Rule 45.
Instead, it's that the Speedy Trial Act on its own terms counts 10 business days, not simply calendar days.
And, second, there continue to be decisions after the amendment of Rule 45 in which lower courts have said that this provision means only 10 business days.
Let me give you one more citation, and forgive me for this because we didn't get to file a reply brief in this case on this issue.
But the Zabawa case, 2010 Westlaw, 307-5044, is a case in the Eastern District of Michigan last summer where the Government's own filing, which we looked at on PACER, asked the court to apply Tinklenberg and hold that subsection (F) meant only ten business days.",1.0,1,,,5,CLARIFYING
09-1498,j__samuel_a_alito_jr,130,"Congress thought about the Speedy Trial Act when it made those technical amendments, isn't it likely to have thought the courts had interpreted it as excluding the weekends up to that point?",jeffrey_l_fisher,"That's right, that's right.
But if you want to talk about Congressional intent, I don't think we have to even go there.
But, remember, after the -- in 2009 there's also a Federal law, the Technical Amendments Statutory Act made a hash of that.
But Congress went through, most recently about a year and a half ago, and amended various provisions of the U.S. Code according to whether it wanted weekends or holidays excluded or times enlarged, and it left this alone.
So I think every indicia of evidence you can look at from every possible angle shows that ten days meant ten days at the time of the trial, and that's enough to affirm the judgment.
The last point I'll make concerning--",1.0,1,,,5,DEVILS_ADVOCATE
09-1498,j__samuel_a_alito_jr,132,Didn't think about -- okay.,jeffrey_l_fisher,"--No, my point, Justice Alito, is Congress didn't think of the Speedy Trial Act, it didn't do anything with the Speedy Trial Act.",1.0,1,,,5,CHALLENGING
09-1498,j__samuel_a_alito_jr,136,"Well, why aren't they trying -- why isn't the effect of what you're doing to prompt us to dismiss this case that the petitioner has improvidently granted?
If we were to write an opinion that says that the -- the Sixth Circuit was wrong in its interpretation of subsection (f), and therefore, we're not going to get to -- and anything we then had to say about subsection (d) is just dictum, and that's the issue that we took the case to decide, why should we keep the case at all?",jeffrey_l_fisher,"Yes.
So I think the only way -- somehow, you've accepted the Solicitor General's argument, which I don't think you can, but if you did accept it on merits, it runs headlong into our third argument, which the Solicitor General takes exactly the opposite position, which is, the Speedy Trial Act is its own self-contained universe that doesn't incorporate any other statutes or any other provisions of law.",1.0,1,,,6,CHALLENGING
09-1498,j__samuel_a_alito_jr,150,"How do you reconcile your argument with the situation in which the motion is pending for 30 days, so that's the period from the filing until the prompt disposition, and as a result of that motion, the trial judge says this has caused -- this is going to force me, this is going to result in 10 days' delay in the date on which the case can begin, so the trial date is pushed back 10 days?
Now, in that situation, how much time is excluded?",jeffrey_l_fisher,"Defendants don't always benefit from the clock running, Justice Ginsburg.
I think there's two reasons why they might stipulate.
One is because it might simply be obvious that the motion is of sufficient weight and difficulty that it's going to consume the court's resources, so why argue something that wouldn't have a basis to begin with?
But I think the NACDL brief is forthright in saying, at least at the beginning of criminal cases, often defendants find themselves wanting more time, and so, again, they don't have the incentive to argue against that.",1.0,1,,,4,HYPOTHETICAL
09-1498,j__samuel_a_alito_jr,184,"So given the choice between a dismissal and an affirmance with good dictum about subsection (d), you would prefer the latter?",matthew_d_roberts,"Thank you, Your Honor.
First I would like to stress that the government thinks that it's very important that the Court address the question that we raised in our cert petition, and that the Court granted certiorari to answer, on which there's a split in the circuits and which we believe that if it's left standing will result in serious disruption to the Speedy Trial Act.
Turning to -- to that question, a few points first.
Respondent's definition of delay is plainly inconsistent with Henderson which already holds that the period of delay that's excludable is the time between the filing of the motion and the disposition of the motion.
That can't be squared with the notion that delay is the period during which trial is postponed.
Second, Respondent's definition of delay gives delay a different meaning in the first part of the statute and in subsection D, where this Court's already held that it has the meaning that we suggest.
Third, Respondent's test is totally unworkable, because you can't tell at the time a motion is filed how much time it's going to take to resolve and whether trial is going to be postponed.
District Court judges have over 500 pending cases on their docket, an average District Court judge.
A hundred of them are criminal.
The court -- the Speedy Trial Act cannot function if the judges are going to have to make a complex judicial determination in each case to determine whether each motion is excludable.
Respondent says that NACDL says defendants won't object or that they'll stipulate to the exclusion of time, but NACDL also says that defendants may change their mind if the case goes to trial, and if they change their mind and file a motion to dismiss under the Speedy Trial Act, their prior failures to object and stipulations may very well not be binding because this Court held in Zedner that defendants can prospectively waive the application of the Act.
And Respondent's tests would also throw the established way that the Speedy Trial Act has been operating for over 30 years into disarray.
Turning to whether this Court has to address the alternative arguments for affirmance, Nobles plainly says that the Court has discretion not to address those issues if those issues are not independently worthy of certiorari.
It doesn't base that on the fact that the -- on the fact that the argument would expand the judgment below, and the rule that it's discretionary makes sense, because the contrary rule would require the court to address numerous issues that are not important and -- in every case where they're raised, and would also lead the court to either dismiss writs as improvidently granted or to address only as dicta important issues on which the Court has granted certiorari.
Finally--",0.0,1,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,15,"Is that -- is that true?
If we were to look at all the statutes of limitations in the -- in the U.S. Code, we would find that they are generally or exclusively drafted like section 1658, the general statute of limitations provisions, and are geared to or are triggered by the accrual of the action rather than some event?",christopher_landau,"--Again, Your Honor, I think one point, just to respond to that, and as well to Justice Ginsburg's question.
The -- the typical textual hook for a statute of repose is that it's keyed off of the defendant's conduct -- 2 years after the defendant does X, Y, or Z.
That is as we quoted Black's Law Dictionary for this proposition in our brief.
The Seventh Circuit, Justice Posner, had an opinion just last week underscoring this point, the Hy-Vee case, that said the typical statute of limitations actually says 2 years after the cause of action accrued or after the plaintiff discovered, but when you're -- when -- again, we don't think -- in this case we are not relying solely on the textual thing, but in terms of numbers of guideposts this is not your classic statute of limitation.
If you actually start looking at them, a lot of them key off of accrual.",0.0,0,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,35,"Before you turn away from the statute of repose, could I just ask you one more question--",christopher_landau,"Absolutely not, Your Honor.
[Laughter]
Lampf stands as a landmark.
But -- but let me make clear, Your Honor.
Our position here today doesn't depend on this being a statute of repose, because even if this 2-year time limit--",0.0,0,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,37,"--on -- on that?
If -- if 16(a) reports are not filed, how likely is it that a potential 16(b) plaintiff will find out within the 2-year period that there were these trades?",christopher_landau,--Absolutely.,0.0,0,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,39,What would -- what are the other filings that might disclose this?,christopher_landau,"Your Honor, they can find out in many ways, the same ways that any other securities plaintiff, including a fraud securities plaintiff, can find out.
There are corporate books and records that can be examined.
There are other SEC filings and SEC investigations.
There is other litigation.
This could come up in an estate discovery -- estate or divorce proceedings.
There are whistle blowers, confidential informers, brokers, counterparts -- counterparties.
Again, if Congress had wanted the Section 16(a) disclosure to be the trigger under Section 16(b), it could have done so.
And in fact, as we noted in our brief, there was an early draft in the House that created a two-prong provision and established for -- you know, it's an outer limit of 3 years and an inner limit of 6 months after the 16(a) disclosure.",0.0,0,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,60,"Well, if you were drafting a statute of repose, how would you phrase it other than the way this is phrased?",jeffrey_b_wall,"Justice Scalia, and may it please the Court:
I'd like to start where Justices Ginsburg and Kagan did, because if you picked up this statute it would look for all intents and purposes like an ordinary statute of limitations.
And the question then is, how has Congress rebutted that presumption of equitable tolling either as a matter of text, context or structure?
And as I understand it, Petitioners have two basic arguments, both of which are incorrect.
The first is textual.
They say, well, it runs from the time of the complained-of event.
But the reason they can't put too much weight on that, Justice Alito, is because if they looked through the statutes and the Court's cases, they would come across cases like Exploration Company, or Delaware State College, where the statute ran from the time of the complained-of event and this Court treated it as an ordinary statute of limitations subject to applicable for tolling.
And they'd come across Beggerly, which ran from accrual, and yet the Court said statute of repose, not subject to equitable tolling.",2.0,0,,,4,HYPOTHETICAL
10-1261,j__samuel_a_alito_jr,66,"Before you get to that, do you have an example of a -- a classic statute of repose that we -- I could look at to see how they should be phrased, and not one that says that there shall be tolling -- there shall not be tolling except in some circumstances, one that just says,
""this is it; no tolling whatsoever? """,jeffrey_b_wall,"--I think, Justice Scalia, that where you have statutes that say there shall be no jurisdiction after a particular time, this Court has read them to cut off equitable tolling after that time.
But Congress could have written the statute to say the time limit shall not be tolled.
And there are statutes like that.
Now, most of those statutes say there shall be no tolling except in particular circumstances, because Congress has considered it more finely.
But they could make the prohibition absolute.
And the second argument that I understand Petitioners to have is basically structural.
They say, well, look, they borrowed the language from the outer prong of the two-prong limit.",2.0,0,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,68,"Right.
A standalone provision.",jeffrey_b_wall,"You mean other than statutes as in Merck and Lampf, et al., where there were tiered structures?",2.0,0,,,4,CLARIFYING
10-1261,j__samuel_a_alito_jr,84,"Now why is that true?
Somebody could be a -- an insider without knowing that the person was an insider.",jeffrey_b_wall,"That just goes to Justice Ginsburg's point, I think, which is that where a plaintiff can sufficiently plead a section 16(b) case at the motion to dismiss stage to survive dismissal under Iqbal and Twombly, everyone agrees that if you've got a 16(b) potential violation, you have got a reporting duty under 16(a).
You can't have liability for a trade under (b) that you weren't required to report under (a).
So if the plaintiff can sufficiently plead a case at the motion to dismiss stage under 16(b), by definition the plaintiff has sufficiently pleaded that the defendant violated a reporting obligation--",2.0,0,,,5,CHALLENGING
10-1261,j__samuel_a_alito_jr,86,"No, I understand that.
But I thought the point was -- I thought the question was whether there is the kind of concealment that would invoke equitable tolling when the concealment is not done knowingly, when it is not done in -- in knowing breach of a disclosure obligation.",jeffrey_b_wall,"--That's right.
But 16(a), except for the criminal sanctions, is a strict liability provision.
If you are an insider and you fail to file, you've violated 16(a).
Now, you know, it's a separate question on 16(b), but I think everyone here agrees that if you have a violation of (b) you necessarily have a violation of (a).
You can't be forced to disgorge the profits from a trade you weren't required to report.",2.0,0,,,4,CLARIFYING
