case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2020_20-512,j__clarence_thomas,220,Thank you.,Elizabeth B. Prelogar,"Well, certainly, if the -- if the facts change and if plaintiffs could make that showing, which they weren't able to make here -- ultimately, the district court rejected that argument -- but, if they were able to make that showing, then I think it's very much properly assessed by an antitrust court to see whether the significant anticompetitive effects are justified. And, ultimately, if they're not justified, and that means that there has to be greater competition, there's nothing inherently wrong with that. That's the overriding purpose and aim of the Sherman Act.",1,1
2020_19-251,j__clarence_thomas,11,"Thank you, Mr. Chief Justice. Counsel, a couple of quick questions. How would it affect your analysis if the organization involved just did something that was not controversial, such as provide free dog beds or taking care of stray puppies or something like that? Would your analysis change in any way?",Derek L. Shaffer,"Well, I think Shelton gives you the holding, Mr. Chief Justice. Shelton specifically struck down the demand that teachers disclose their associations, and it did so for lack of -- of proper tailoring, even while recognizing that there might be a substantial relationship to the understandable goal of protecting kids in schools. And so if -- you have the holding there. Gremillion articulates the standard too specifically in this context. And I do note, to your prior question, that even in the election context, Buckley does speak in terms of strict scrutiny. It simply holds that disclosure is the least restrictive in that -- least restrictive alternative in that context, categorically different from this context, and one where, of course, there's an interest in public disclosure that California disavows in this case.",0,1
2020_19-251,j__clarence_thomas,13,"This -- in this era, there seems to be quite a bit of -- quite a bit of loose accusations about organizations, for example, an organization that had certain views might be accused of being a white supremacist organization or racist or homophobic, something like that, and, as a result, become quite controversial. Do you think that that -- that that sort of labeling would change your analysis?",Derek L. Shaffer,"It wouldn't, Justice Thomas. And I do note that among the amici supporting us is PETA joining the brief by the nonprofit alliance. And -- and so their work too can be controversial and, depending upon one's views of how puppies should be handled, there can be controversy around that. We might not have thought before 2013, when California leaked the Schedule B of the Asian Americans For Advancing Justice, that that would be especially threatening for the donor there. But today, in 2021, sad to say, it could be a life-or-death issue that their identities have been disclosed. Think about religious charities. Think about medical organizations that may take views about masking, about vaccinations. In -- in our very divisive times, it's tough to identify with certainty a charity that is non-controversial in those -- in those respects. And -- and even if there were that -- that sort of a charity to posit, Justice Thomas, there are understandable concerns -- religious convictions, desire not to be -- lose privacy, not to be harassed by solicitations -- that donors legitimately have for, you know, charities across the spectrum.",0,1
2020_19-251,j__clarence_thomas,15,The -- what if this -- the State of California did exactly what the U.S. Government is doing and just simply requires this information as a part of your tax returns if you claim a deduction?,Derek L. Shaffer,"Well, I think it's part of the problem here, Justice Thomas. And there is expert testimony in the record from Paul Schervish for both of these Petitioners explaining that precisely because there is such intensity of views and there's such a -- a -- a proclivity to vilify perceived enemies in our times, that's part of what puts so much -- it raises the stakes, if you will, and raises the concerns of reasonable donors for charities all across the spectrum. So that's there. But I also think this Court's precedent recognizes the history and the common sense that says donors to associations are concerned about having their identities revealed. That was true in Shelton. That was true for the NAACP. It was true for the Republican Party and donors to the Republican Party in the Pollard case, where this Court summarily affirmed.",0,1
2020_19-251,j__clarence_thomas,17,Thank you.,Derek L. Shaffer,"Well, I -- I'd note, Justice Thomas, that that is categorically different from the AG's interest in policing charitable fraud. They -- they don't serve the tax function in California. Also, Congress has made a statutory judgment specifically for the IRS about a nexus between Schedule B and the information listed in there and how it's to be used. And how is it to be used, Justice Thomas? For federal tax collection. So it's a comparison potentially of the individual donors' deductions on their federal tax forms, and the IRS has nationwide jurisdiction consistent with the nationwide scope of a Schedule B. None of that is true in California.",0,1
2020_19-251,j__clarence_thomas,135,"Thank you, Mr. Chief Justice. Counsel, you -- you speak of a chilling effect. What role would accusations that a particular organization is racist or is white -- supports white supremacy, that if -- that if there's a view of that organization to that -- with that reputation, would it be a chilling effect if these -- if its contributors think that that information or that their contributions to the organization would be disclosed, is it more than -- would that be more of a concern in that case than it would be, say, in the case of the organization that provides dog beds for adopted dogs or something?",Elizabeth B. Prelogar,"I don't think that it turns on a particular number. Instead, what this Court has used to describe the framework is whether there's a reasonable probability, and it's emphasized that that's a flexible standard that there shouldn't be unduly stringent burdens of proof. That's the exact reason we think this case should be sent back for the court of appeals to properly measure the chilling effect based on this kind of evidence, which we think does create a serious concern in this case.",2,1
2020_19-251,j__clarence_thomas,137,"I'd like your reaction to -- somewhat related, but your reaction to this sentence from the reply -- NAACP's reply brief in the NAACP case, and I quote, ""The right of anonymity is an incident of a civilized society and a necessary adjunct to freedom of association and to full and free expression in a democratic state."" What do you think of that? Is -- is there such a right?",Elizabeth B. Prelogar,"Yes, I agree completely, Justice Thomas, that we think that with respect to the organizations that might be subject to forms of public backlash or that are associated with particular causes that have been the subject of public attention, that that might very well create that kind of chilling concern if the organization can show that it triggers this probability of -- of threats or harassment. But that is clearly distinguishable from the case of the typical donation to the typical charity that isn't at all controversial, that doesn't trigger that kind of public backlash. And as Justice Kagan noted, many charities already disclose the identities of their donors. Many sell their donors' identities to third parties. So there's just no basis in this record to conclude that, in the case of the general application of this disclosure requirement, there's going to be anything remotely like the risks associated with organizations that instead have provoked that kind of public debate. And I would just emphasize as well that, in that respect, we think the record here is on all fours with the record the Court confronted in Doe versus Reed because, there, the Court recognized that although, with respect to particular referendum petitions, there might be risks of harm arising from disclosure, there was no basis to think that that would apply across the board in each and every case.",2,1
2020_19-251,j__clarence_thomas,139,Thank you.,Elizabeth B. Prelogar,"I think that what this Court has recognized in considering claims like that is that privacy may in many cases be essential to the effective exercise of associational rights, but it's not invariably the case that that will be so. What the Court has said in cases like Buckley is that there's a possibility that a disclosure requirement will interfere with association insofar as privacy might sometimes be important to protect the associational rights. But that's exactly why the Court has adopted exacting scrutiny as the proper framework for measuring these claims, to ensure that there is an actual burden on First Amendment rights produced by a disclosure requirement for purposes of assessing whether the state's law is valid.",2,1
2020_19-251,j__clarence_thomas,213,"Thank you, Mr. Chief Justice. Counsel, the -- I'm interested in your discussion of the nonpublic disclosure laws, the -- the fact that you would have this internally and not disclose it to the general public. But through -- you know, throughout at least recent history or not so recent history, the Japanese internment cases, that census data was used to locate them. The -- the Council on American Islamic Relations in their brief in this case say -- or allege that the U.S. Government used this data to -- to locate American Muslims. The -- in the civil rights cases, like the NAACP case, the local governments, state governments wanted data in order to target the So how can we say that there is a difference in -- in -- in public disclosure versus nonpublic disclosures?",Aimee A. Feinberg,"Your Honor, the district court discounted uses of the State's Schedule B for evaluating complaints, although it did state at 56a of the Law Center's petition appendix that it did not doubt that the Attorney General's Office used Schedule Bs. It did not regard that as deficient because, in its view, a use of Schedule B that was not strictly necessary or where there were not any other alternatives did not suffice to substantially further the State's interest, and we think that was legal error.",1,1
2020_19-251,j__clarence_thomas,215,"With that in mind, do you think it would be reasonable for someone who wants to make a substantial contribution to an organization that has been accused of being racist or homophobic or white supremacist, that in this environment that they would be chilled because they have reduced or no confidence that their -- the -- their contribution will be kept confidential?",Aimee A. Feinberg,"Your Honor, the concerns you raise, of course, are very significant ones, but they are not present here. The district court made no finding of potential state reprisals or retaliation against charities, and there is no evidence in the record to support any such concern here.",1,1
2020_19-251,j__clarence_thomas,217,"So -- but you think that there is -- in -- in that calculus, do you include the possibility of an intentional leak by someone who happens to disagree with or dislike that particular group, that someone would consider that a possibility?",Aimee A. Feinberg,"Your Honor, those concerns are certainly relevant for consideration of an as-applied challenge, but, in any as-applied challenge, the question is, is there a reasonable probability of threats, harassment, or reprisals, which would turn on, one, the risk that Your Honor noted about those kinds of harassment but also the risk of public disclosure. And, here, with a nonpublic reporting requirement, those risks of public threats would -- there would not be a significant possibility of those.",1,1
2020_19-251,j__clarence_thomas,219,Thank you.,Aimee A. Feinberg,"Justice Thomas, that generally certainly would be a relevant consideration. I don't -- there is no evidence in the record of -- suggestive of that sort of willful or advertent kind of retaliation.",1,1
2020_19-8709,j__clarence_thomas,7,"Thank you, Mr. Chief Justice. Counsel, could you -- would you be kind enough to tell me what language from or text from 52(b) that you're relying on?",M. Allison Guagliardo,"It will depend, Your Honor, on what the -- the claimed error is. And with an insufficiency claim, the question is -- and this goes back to the Court's earliest cases, such as in Clyatt and Wiborg -- what was the information or the evidence introduced before the fact-finder? Was that evidence sufficient? And that remains the inquiry even on plain-error review, Your Honor.",0,1
2020_19-8709,j__clarence_thomas,9,"Well, isn't that quite a burden to put on -- on -- on that language that is -- doesn't seem to have sort of internally or intrinsically the limitation you're placing on it?",M. Allison Guagliardo,"Your Honor, with respect to the text in 52(b), the -- it's the denial -- or the inquiry is a substantial rights inquiry. And then, on -- with respect to prong 4, this Court has interpreted the ""may"" to require an analysis of whether the error has seriously undermined the fairness, integrity, and reputation of the proceedings.",0,1
2020_19-8709,j__clarence_thomas,11,"So, if you win here, would you be in favor of having your -- having Petitioner retried?",M. Allison Guagliardo,"Your Honor, our -- our request is that what the Court looks at -- or our reading of Rule 52, which is informed by this Court's precedents, is whether the errors, which is still what the Court is looking at -- when a court is reviewing a case, it's reviewing the errors that already occurred -- and at a trial, when the claimed error is the sufficiency of the evidence, that the process itself designed to address whether the outcome of the proceedings, which is a guilty verdict, the outcome -- the outcome of that cannot be assessed by a process, an appellate process, that is itself not fair or further the other -- the other considerations in prong 4.",0,1
2020_19-8709,j__clarence_thomas,13,"Do you have any doubt that the -- in -- in -- in this case, the government would have preferred to introduce the evidence that you say is lacking here?",M. Allison Guagliardo,"Your Honor, there -- we are asking -- and it's an intermediate step -- that the case be ran -- remanded to the Eleventh Circuit to apply the plain-error standard to the -- the record of the trial at Mr. Greer's trial that he -- he had. And then, if the Court decides that the remedy is a retrial, then, certainly, that would be what we would be -- what we would be doing.",0,1
2020_19-8709,j__clarence_thomas,15,"So the -- this would -- your approach, though, would put someone who stipulates in a better position than someone who actually goes to trial?",M. Allison Guagliardo,"Your Honor, there was the Old Chief stipulation, and when Mr. Greer entered into that stipulation, he did so in accordance with the then-binding precedent. He had no ill intent to have entered into that stipulation other than in conformance with the law. And at this point on appeal, it would be unfair for the government to be able to point to the evidence it says it could have introduced without doing so and having its information then subjected to a defense at a hearing. We're left in this case with no fact-finder in the district court on this mens rea element.",0,1
2020_19-8709,j__clarence_thomas,17,Thank you.,M. Allison Guagliardo,"Your Honor, it -- with respect to the scope, it will just depend case by case did the government establish the defendant's guilt at his trial, and it's really just a function of the fact that the -- the uniform precedent has now been overturned by Rehaif because the -- that precedent had turned out to be incorrect.",0,1
2020_19-8709,j__clarence_thomas,98,"Thank you, Mr. Chief Justice. Counsel, would you spend just a few minutes on a response to the constitutional concern that Petitioner -- that Petitioner's counsel raised?",Benjamin W. Snyder,"-- in assessing that, yes, the court might need to assess how the -- how counsel would have proceeded, but I don't think that that speaks to the scope of the evidence that the court can consider there or suggests that the court should ignore evidence like the evidence here that's clearly relevant to the -- the error.",1,1
2020_19-8709,j__clarence_thomas,100,So do you think that the analysis -- I -- I gather you think the -- you seem to suggest the analysis would be different had this not been in the context of a forfeiture.,Benjamin W. Snyder,"I'd be happy to, Your Honor. So Petitioner's counsel has tried to make this case out as an instance where an appellate court is being asked to define -- to find Petitioner guilty on one of the elements of the offense. And, respectfully, that's -- that's really not what's at issue here. There is no dispute that a defendant can waive a constitutional right by failing to assert it in a timely fashion. And there is no dispute that Petitioner did so here. He failed to raise these objections at trial. And so the only question is whether an appellate court is going to relieve him from that forfeiture. And there is no reason that an appellate court, in performing that fundamentally judicial function, can't look to evidence in the record that's relevant to it. Doing so doesn't in any way usurp the function of the jury.",1,1
2020_19-8709,j__clarence_thomas,102,The -- Old Chief seems to have limited the ways in which the government can challenge stipulations or at least craft the whole analysis of stipulations. Do we have to address Old Chief to -- in order for you to win?,Benjamin W. Snyder,"Well, Your Honor, I think the -- the prong 4 analysis here is very easy. In Neder, for example, I think all of the justices recognized that in an -- in a case of unpreserved error, it would be appropriate to deny relief based on -- on these sorts of considerations. I think that even in a case of preserved error, Neder teaches that the relevant question is whether, if you had had an error-free trial, the result would have been the same. And so we would argue that, under that view, you can look at the evidence that would have come in at an error-free trial. So we think we -- we prevail at both steps of that analysis, but I would agree that prong 4 is in some ways the -- the easier way for us to win.",1,1
2020_19-8709,j__clarence_thomas,104,Thank you.,Benjamin W. Snyder,"No, I don't think so, Your Honor. I mean, Petitioner has not identified a single case in which this Court has ever refused to consider evidence in performing harmless-error or plain-error review because that evidence wasn't in the trial record. And so we think it's enough for you to say here that you could look to the evidence that came in at sentencing in assessing whether the error here should be corrected on plain-error review, and you don't need to address Old Chief. We do think that Old Chief is -- is significant, though, in the sense that what Petitioner is really trying to do here is ask an appellate court to forgive his forfeiture and allow him to get the benefit of the -- the new law that this Court adopted in Rehaif while at the same time holding the government to the limits imposed by the old pre-Rehaif understanding of Old Chief.",1,1
2020_20-255,j__clarence_thomas,9,"Thank you, Mr. Chief Justice. Ms. Blatt, how -- how do you separate that? What if a student said some of those same things that the Chief Justice posited but in a social studies class? How would you separate that from -- then from just participating in class or -- as opposed to doing the exact same thing or saying the exact same thing off campus?",Lisa S. Blatt,"Yes. So you can have -- that would be a school audience, and it's Ms. Johnson is the school topic, so it's a nexus test, and the reason why is that could never satisfy Tinker and that is because, if it's just the listener's reaction, speech that's critical, even ridicule of a school, schools cannot punish it because of their offense or their reaction to it. They could punish the manner. So, in other words, if a -- if a -- if a -- if a female student wants to say, Mr. Jones keeps calling on boys, that's fine. She can text about it, she can social media about it. She can't picket the teacher's house or stand up in class and say it because that inherently interferes with the school's ability to teach. But she's entitled to her views and to express them.",0,0
2020_20-255,j__clarence_thomas,11,"So you did say -- you mentioned context, and you said that, well, the sleepover is different from school, or you suggested that. And then you did mention social media. But aren't we at a point where, if it's on social media, where you post it on social media doesn't really matter? You could do it in class, algebra class, or you could do it at a sleepover and say the exact same thing about Ms. Johnson. It's -- so how would that make any difference, where you post it?",Lisa S. Blatt,"Yeah. So Tinker, again, assuming it fits the nexus test, Tinker is always going to be context-specific, and whether teachers or school officials can forecast a reasonable disruption depends on when and where the student speaks, how many people hear it, and what the student said. And when and where in the classroom is going to be very different as opposed to a sleepover. But now, when it's on social media to 200 people or even a thousand people, there's no question that the effect might be different. But, in your case, if you want to say, Ms. Johnson, you're a terrible teacher, she should do that in office hours or on social media, not in the middle of class. That's disruptive, can't do that, that interferes with the -- with the instruction of the classroom.",0,0
2020_20-255,j__clarence_thomas,13,"So why does it have to be about the school? Can't there be comments about other hot-button issues or about current controversies, like protests or Black Lives Matter, Antifa, or Proud Boys or something like that, people can take sides that are just as disruptive in the school setting as comments about Ms. Johnson?",Lisa S. Blatt,"Well, that's precisely correct. When it comes to the Internet, things like time and geography are meaningless, and it makes absolutely no sense whatsoever to say that the same speech is somehow within the school's regulation if it's one foot on campus or one foot off campus or at the Starbucks or at the CVS or in your car or on the school bus. The Internet is ubiquitous. It's -- and it -- it just doesn't have a geography.",0,0
2020_20-255,j__clarence_thomas,117,"Thank you, Mr. Chief Justice. Mr. Stewart, should we analyze a -- the rules of a team, as Justice Kavanaugh alluded to, as opposed to the general rules that apply to the school population? Is there a difference in how we should treat team members versus just students?",Malcolm L. Stewart,"I mean, it's a little bit of both. The part that says we oppose the school referendum is very similar to the speech that was at issue in Pickering, the seminal case about the rights of public employees, and the Court said in that case, because there was no close working relationship between the teacher and the school board, there was no likelihood that this would disrupt workplace operations. The part that says Ms. Jones is a terrible teacher, that might take it over the line into school speech. But a single statement like that wouldn't in our view have the capacity to disrupt school operations. If there was a continuing, ongoing, online campaign of virtual harassment or intense disparaging of Mrs. Jones or Ms. Jones, that -- that might be a different situation. But a single negative comment wouldn't qualify.",0,0
2020_20-255,j__clarence_thomas,119,"Well, let me -- let me ask -- let me squeeze in one other question real quick. The -- when we talk about material disruption as a basis for preventing or disciplining students who engage in certain speeches or conduct, can you also localize that to the team so that if a team member disrupts the team, that it's okay to discipline that team member, even though you wouldn't normally do it, discipline that person as a member of the student body?",Malcolm L. Stewart,"Yes, I think there is, and if I could say something about what -- a comment that Justice Kavanaugh made in the first part of the argument. I think there -- there is in some sense an intuition that people have that the punishment didn't fit the crime in the sense that the -- the suspension was very severe. But there's another sense in which the punishment did fit the crime; that is, B.L. was suspended from the cheerleading squad, not from school. If the school had suspended her from school, that would have sent the message that this was considered to be unacceptable speech from any student, and that would have been a very difficult showing to make. But the sanction that was actually imposed sent the message that this was unacceptable speech from a member of the team. And I think it's -- it's not limited to the school setting or the team setting, that people who participate in projects or organizations that have as part of their raison d'etre cooperation, team spirit, mutual support, they may have to accept limitations on their speech that couldn't be imposed on the workplace generally. For example, if I --",0,0
2020_20-255,j__clarence_thomas,121,Thank you.,Malcolm L. Stewart,"Yes, absolutely, and I -- I think it would -- it would be impossible to run sports teams at public high schools or, for that matter, public universities if that were not the case. It happens all the time that cheerleaders or student-athletes will do things that disrupt the operations of the team but don't have any larger effect on the school as a whole. And at least so long as the discipline is limited to exclusion from the team or suspension of -- from the team, that -- that's not a problem.",0,0
2020_20-255,j__clarence_thomas,197,"Thank you, Mr. Chief Justice. Mr. Cole, you a number of times have said -- you mentioned that -- the location of the conduct or the speech at school, under the school's supervision, et cetera. Isn't that complicated by the Internet and by social media? And you could send the exact same messages that could cause problems from your local 7-11 or you could send it to classmates who happen to be in class. You could send it over the weekend, but it still has a permanence that would certainly allow it to be used in class. So I don't know how you locate the conduct in school versus out of school when you have social media.",David D. Cole,"It can -- Your Honor, it can take action based on Tinker. It can take action if the First Amendment permits it to take action. So, if it is harassing, it is fear and pervasive in a way that interferes with equal access to education, they can take action, consistent with the First Amendment. If it is bullying that is severe or pervasive enough to interfere with access to education, they can take action, consistent with the First Amendment. If it is aiding or abetting cheating, they can take action, consistent with the First Amendment. The -- the simple rule is, when you're inside the school when -- or when you are under the school's supervision, the school has broad authority based on disruption alone. But outside of the school -- outside of the school's supervision, the First Amendment governs, and the school has the same authority that the city would have with respect to regulating speech that is not under its supervision. But that doesn't mean it can't take action. It just means it has to do so consistently with the First Amendment rather than what I would say is a blunt instrument. Just call it disruption and that's the end of the matter.",1,0
2020_20-255,j__clarence_thomas,199,So do you -- does the speech --,David D. Cole,"Thank you, Justice Thomas. I -- I think you -- you do it the way this Court has done it in all the school speech cases. It said, does the school exercise supervision over the speaker? If it does, it can regulate it subject to enhanced power. If it doesn't, it can't. So Bong Hits 4 Jesus could be regulated because it was in a school-supervised event. But, if it was put on Facebook, it couldn't be punished.",1,0
2020_20-255,j__clarence_thomas,201,"-- does the speech occur when -- and I'm sorry to interrupt you, but does it occur when it's written or posted or when it's read or downloaded?",David D. Cole,Our first --,1,0
2020_20-255,j__clarence_thomas,203,"So, if the -- if -- if the speaker sends an e-mail that is opened, sends an e-mail over the weekend, but it's opened on Monday morning in math class, as far as you're concerned, the speaker is not under the supervision of the school?",David D. Cole,"It occurs when -- it's when the speaker acts. And -- and -- and, of course, schools are perfectly permitted to ban cell phones, et cetera, in school, and, indeed, Mahanoy High School does precisely that. So the -- the question is, is the speaker under the supervision of the school? And if the speaker's under the supervision of the school, you can stop him from swearing. If the speaker's under the supervision of the school, you can stop them from publishing an article about teen pregnancy. But, if the speaker is at home on the weekend, you can't stop her from publishing a -- an article about teen pregnancy and you can't stop her from swearing. Her parents could, and it's her parents' job to -- to -- to regulate, not the school's job, at that -- at that location.",1,0
2020_20-255,j__clarence_thomas,205,Okay.,David D. Cole,"Right, the speaker was not. When the speaker spoke is the -- is the -- is the relevant time.",1,0
2020_20-255,j__clarence_thomas,207,"So let me -- let me -- let me go to another area just briefly. Is there any difference between the regulation of athletes or participants in after-school programs, as Justice Sotomayor pointed out, is there any difference between that organization, after-school organization or activity regulating a student's conduct versus the school regulating the overall student body population?",David D. Cole,"And, again --",1,0
2020_20-255,j__clarence_thomas,209,"So let me ask you one last question. You mentioned that the disruption -- I -- I think that's your term, the term that we -- we've been using -- can be regulated. Why wouldn't -- would you allow under your formulation a school to take preemptive steps to prevent disruption, or does a school have to wait -- await disruption before it can respond?",David D. Cole,"No, I think, with respect to whether Tinker should apply, no, that is -- Tinker should apply in school supervised and sanctioned settings, which would include at practice or at a game, et cetera, on the bus to the game, and not when a person is sitting in a convenience store on the weekend out of season. But I do think there's a separate question, Justice Thomas, which is independent of Tinker, and -- and the court of appeals addressed this as a separate question. After it decided Tinker doesn't apply, it didn't end the decision. It went on and had a whole separate section on whether the school can impose conditions on voluntary participation in the activity and -- and whether she violated those conditions. And it looked at that question, which is a separate question, and it found that she didn't violate any of the conditions that were imposed upon her, and that was the end of the matter. And the Petitioners did not seek appeal in this Court of that part of the question. So I do think there's a -- a -- a -- a serious question what sorts of conditions can a -- can a team impose on voluntary participation in that activity. But that question's not posed here because it's not part of the question presented, and it's not part of the question presented because they lost on that below. The court found she didn't violate any of the rules that she agreed to follow, and they didn't appeal on that matter.",1,0
2020_20-255,j__clarence_thomas,211,"What does that mean, though?",David D. Cole,"Oh, no. Absolutely, it can respond to predictions of disruption, reasonable predictions of disruption. That's what the Court said in Tinker. You don't have to wait for the disruption, but there does have to be a reasonable prediction of disruption and as to --",1,0
2020_20-255,j__clarence_thomas,213,What's a reasonable prediction?,David D. Cole,-- whether --,1,0
2020_20-255,j__clarence_thomas,215,Thank you.,David D. Cole,"Well, so -- so -- so what the courts have done is they've looked at evidence of -- of whether or not the -- the -- the -- the speech itself might lead people to be offended in a disruptive fashion, and so, if in the past people have been offended in a disruptive fashion, you can now silence the speaker.",1,0
2020_20-315,j__clarence_thomas,7,"Counsel, what's on -- your -- your argument is that the status -- non-immigrant status necessarily entails inspection. What is -- do you have a case for that?",Amy M. Saharia,"That's because that particular formulation would not have achieved all of Congress's objectives in (f)(4). For example, deeming TPS recipients simply to have been inspected and admitted would not have permitted TPS recipients to change to non-immigrant status under Section 1258, and we know Congress intended that as well because it cross-referenced Section 1258. The beauty of what Congress did was to choose broad language that achieves multiple different objectives in (f)(4), and that's why that narrow formulation is not what Congress chose.",0,1
2020_20-315,j__clarence_thomas,9,Could you -- could you elaborate on what it means to be admitted in that case?,Amy M. Saharia,"Yes, Your Honor. The -- the -- the case that -- that states that is a -- a decision by the Board in a case called Garnica Silva. I will confess that it's unpublished, but it's exactly on point. In that case, a non-immigrant who was -- who received their status from inside the country as a U visa non-immigrant argued that he was not admitted, and the government and the Board took -- both agreed that, of course, he was admitted because all non-immigrants are admitted.",0,1
2020_20-315,j__clarence_thomas,11,"But, in the case of Petitioners, how does that work? Because they clearly were not admitted at the borders. So is that a fiction? Is it metaphysical? What is it? I don't know.",Amy M. Saharia,"Yes. So the question in that particular case was whether he -- that particular person was -- was deportable as someone who had committed a crime within a certain period of admission, and -- and so his position was because he had not received his non-immigrant status at the border, he was not deemed to have been admitted as that term is defined in the INA. But the government and the Board disagreed with that position, and as they explained, the INA consistently treats all non-immigrants, except for alien crewmen, who are excepted, as having been admitted. That is -- that is the defining characteristic of non-immigrant status, is the fact that they were admitted into that status. And so, in that case, the Board held that, unlike asylees, for instance, who are not admitted, non-immigrants are admitted.",0,1
2020_20-315,j__clarence_thomas,13,"Are we -- where do we get it? Just from the definition, we assume that if you gain a certain status, you assume that, well, for the purposes of gaining that status, you must have been admitted. But we know for a fact that's not the case. So what do we do with that?",Amy M. Saharia,Well --,0,1
2020_20-315,j__clarence_thomas,15,Thank you.,Amy M. Saharia,"Well, (f)(4) uses ""considering"" language, which is the language that Congress typically uses when it wants to create a legal fiction. And the legal fiction that Congress created here is that TPS recipients are deemed to be in lawful non-immigrant status for the purpose of adjusting status. And, again, the characteristic of non-immigrant status that is relevant to adjusting status is the fact that they are inspected and admitted. That's why non-immigrants can adjust status at all under Section 1255(a) even though the word ""non-immigrant"" does not appear in that provision. It's because the words ""inspected and admitted"" are describing non-immigrants.",0,1
2020_20-315,j__clarence_thomas,85,"Thank you, Chief Justice -- Mr. Chief Justice. Counsel, as a matter of curiosity, if the Petitioners here were allowed to leave the country for a brief visit abroad and return, would they then be eligible for adjustment of status?",Michael R. Huston,"Your Honor, we absolutely contend that the government's position is the better reading of the statutory text. And even if the Court was not inclined to apply Chevron deference, the result would be the same. We think our interpretation is the better one. All we're saying is that we don't need in this case to -- to show that there is no other interpretation. And as I think Petitioners have acknowledged in their brief, in order for them to prevail, they need to show that the statute unambiguously forecloses the government's position. And our respectful submission is that they can't clear that high bar.",1,1
2020_20-315,j__clarence_thomas,87,"So the -- the argument that Petitioners make that the -- that inspection is implicit in the status of a -- as a non-immigrant, it seems to be quite reasonable. I mean, how else would you categorize someone as a non-immigrant under these statutes, other than assuming that they have been inspected or that they have been deemed to be inspected?",Michael R. Huston,"Not under the government's current interpretation of the statute, Justice Thomas, although the government announced that interpretation in a case -- in a decision called In re Z-R-C-Z in 2020, and it did not make that decision retroactive to people who had traveled before 2020.",1,1
2020_20-315,j__clarence_thomas,89,"Well, why couldn't they create -- the designation for the crewmen be considered an exception to the general rule?",Michael R. Huston,"Justice Thomas, the non-immigrant statuses are defined in the INA at 8 U.S.C. 1101(a)(15). But nothing in that provision states that it is a condition of receiving one of those non-immigrant statuses that you were necessarily admitted. As I think Petitioners have recognized throughout this case, admission and lawful immigration status are distinct concepts. Admit -- your -- your immigration status refers to your permission to be present in this country. And as I think the example of alien crewmen demonstrates, there's nothing in the INA that bars Congress from saying to a particular group of people: you will have the status of non-immigrants, and that's exactly what Congress says, to persons who come here as crewmen on foreign vessels, while they are here. They make a lawful entry, so they would seem to fit the definition of admitted. But Congress says: you are lawful non-immigrants, but you are not admitted. There's nothing in the INA that forecloses that because admission is not a constituent part of what it means to have non-immigrant status.",1,1
2020_20-315,j__clarence_thomas,91,Thank you.,Michael R. Huston,"Well, the reason why that exception for crewmen is in there, Justice Thomas, is, again, because alien crewmen are -- they do make a lawful entry. They -- they, of course, come here lawfully on their vessel and when that vessel lands, so they would seem to fit the ordinary definition of admitted. So I think it makes sense that Congress would clarify you are not admitted while you are here for the purposes of staying, you know, until your vessel departs. I think that's just a perfectly sensible thing to do. But the broader point is that when you look at the various non-immigrant statuses that are described in Section 1101(a)(15), you will not see anything that says the person, in order to have this status, must necessarily have been admitted. We simply use the admission process to bring in people who come here lawfully from overseas, but that's not part of what it means to have non-immigrant status.",1,1
2020_20-334,j__clarence_thomas,7,"Thank you, Mr. Chief Justice. Mr. Geyser, following up on the Chief Justice's question, it would seem that you knew -- that you certainly were aware of the rule in the Fifth Circuit, so why wouldn't you proactively object to the -- the costs taxation before the Fifth Circuit?",Daniel L. Geyser,"Well, again, Your Honor, I -- I think they -- the courts of appeals have generally followed the same practice of deferring all these issues down to the district court, and it works well there. There's no reason that a district court hand -- can't handle these collateral fact-bound cost issues. But what will create a problem is bifurcating the process and trying to figure out, you know, with some -- you know, so far, I haven't heard an articulable basis for distinguishing the kinds of issues that the appellate court should handle versus the kinds of issues that the district court should handle, making --",0,1
2020_20-334,j__clarence_thomas,9,"The -- the initial costs didn't seem to be out of line as I think it was under a thousand dollars. This is quite substantial because you're around $2 million. Is this an outlier, and then how often do cases like this come up in the Fifth Circuit?",Daniel L. Geyser,"Well, I -- I think for a few reasons, Your Honor. One is it's not clear when you would proactively make that request. I know my friends on the other side have suggested you should do this in your merits briefing. Now, of course, Rule 28(a) specifies the required items in a merits brief as 10 different items. It doesn't say anything about costs. And it doesn't really make much sense to ask parties to raise these preemptive objections based on future predictions of what an opposing party might request hypothetically on remand if they win and if the panel assigns costs. So the -- the alternative then is raising it in a rehearing petition. But this isn't really the proper subject of a rehearing petition. So that's why my friends are really struggling. These are very able lawyers, and they haven't come up with any workable way to get relevant information to the appellate court. What makes more sense is send it down to the district court. These are collateral issues. They can deal with them. They deal with them under Section 1920. They deal with them under Rule 54(d). They do a good job at it. There's no need to create this complexity when the rule itself has a simple design that simply says, when you're dealing with these four categories of costs that are -- that are likely among all the cost issues to generate fact-bound disputes, let's send it down to the district court to handle in the first instance.",0,1
