case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2020_20-512,j__sonia_sotomayor,86,"-- counsel, but --",Seth P. Waxman,-- internships?,0,1
2020_20-512,j__sonia_sotomayor,163,"Counsel, you declined to cross-petition the judgment below, correct?",Jeffrey L. Kessler,But the antitrust laws don't compel schools to do anything. The idea is allow the markets to decide what schools have the choice to provide.,1,1
2020_20-512,j__sonia_sotomayor,165,"So, for purposes of this Court's review, you are not asking for any broader relief than that already provided by the district court, correct?",Jeffrey L. Kessler,Yes.,1,1
2020_20-512,j__sonia_sotomayor,167,"You're not asking us to address the issues that Justice Alito or others, including Justice Kavanaugh, have raised on whether or not there should be any limits, educational or noneducational? You're happy with the injunction you got?",Jeffrey L. Kessler,"That is correct, Your Honor.",1,1
2020_20-512,j__sonia_sotomayor,169,"All right. Number two, generally speaking, antitrust courts do not get into the business of price administration. Why are the -- the limits of the injunction below of academic achievement awards at a fixed price of $5980 not a de facto price setting?",Jeffrey L. Kessler,We are not asking for broader relief than affirming the rulings below.,1,1
2020_20-512,j__sonia_sotomayor,172,Could that award make -- I'm sorry.,Jeffrey L. Kessler,"So the entity who set that price was the NCAA. What the court simply said is that, whatever the NCAA rules allow to give to athletes now in a pay for play, if you win a ball game, if you're the MVP, if you have some other achievement, they allow you to get $5,980. The court said then you can't, NCAA, use your monopsony power in a labor market to prevent the schools and conferences from giving as much, not more, as -- as much as they already allow. So this is not judicial price-fixing. This is just taking the NCAA's determinations and saying you can't justify a restraint on education achievement. And I also would note it's not just for being on a team. With all due respect to -- to my colleague, it has to be for academic achievement. And the conferences, for example, could individually say, it has to be a 3.0 or you have to make progress to get your degree or other things. It's not just for being on a team.",1,1
2020_20-512,j__sonia_sotomayor,234,"I'm not sure that you have given me comfort on some of the questions that my -- that the Chief Justice asked, which is, how do we know that we're not just destroying the game as it exists? Meaning we're being told by Mr. Waxman that all of these education-related payments can become extravagant and, as a result, be viewed by the public as pay for play. Any fix would come after the fact, after the game has been -- after amateurism has been destroyed in college sports. How do we ensure that doesn't happen?",Elizabeth B. Prelogar,"So I think the rule of reason would properly apply to that hypothetical, but there would be a serious first question about market power and whether that kind of league that organizes to try to create a -- a distinct product is actually exercising the kind of power that can produce the substantial anticompetitive effect that satisfies the burden at step 1.",1,1
2020_20-512,j__sonia_sotomayor,236,What position do you take with respect to that $5980 limitation on educational expenses? Why should educational expenses be limited in any way -- awards be limited in any way?,Elizabeth B. Prelogar,"So I think that this in -- interpretation of the injunction that Mr. Waxman offered is overly broad and doesn't accord with the district court's factual findings or what it actually ordered in this case. I recognize the concern about destroying college sports, and it is at odds with the legal standards the court applied and its ultimate conclusions here. It upheld most of the challenged restraints. It said that the NCAA could continue to cap compensation that's entirely unrelated to education. And, with respect to the scope of the injunction itself, the court was focused on legitimate educational expenses. That is what the Ninth Circuit said, and I think it accords with the factual findings that from the perspective of consumers, with respect to that narrow category of benefits, it doesn't play any role whosoever in defining the product of college sports. So there's no reason to prevent the students from obtaining those benefits.",1,1
2020_20-512,j__sonia_sotomayor,238,"Thank you, counsel.",Elizabeth B. Prelogar,"Well, the district court made a factual finding, Justice Sotomayor, that having unlimited cash payments for education, even if they were in the form of academic awards, could start to blur the distinction between college and professional sports. And -- and no one's seeking to challenge that. It's clearly erroneous. With respect to the actual amount, it's, I think, critical to recognize that the court was focused on the fact that the students are already eligible for athletic awards in -- in that same amount. So the court, as Mr. Kessler said, wasn't setting a specific price; it was saying, hey, the students can already get athletic awards, and it's not suppressing demand, it's not suggesting that college sports is losing its distinctive character. There's no reason to prevent them from getting academic awards that are of equal value.",1,1
2020_19-251,j__sonia_sotomayor,32,"Counsel, if we were to apply the type of narrow tailoring you advocate, I don't see how the public disclosure at issue in Doe would have survived. In Doe, this Court held that Washington State's requirement that signatories to referendum be publicly disclosed was substantially related to its interest in protecting electoral integrity. But, there, the State Secretary -- the State's Secretary of State -- pardon the redundancy -- checked signatures for fraud. That doesn't seem to be anything like narrow tailoring if that's what we were applying. It seems to me, as the Chief Justice pointed out, that McCutcheon is different than what we have been doing under exacting scrutiny. Under your theory of the case, though, Doe shouldn't survive.",Derek L. Shaffer,"Justice Alito, we think that they -- they fall down before you even get to the confidentiality problems. Having adequate confidentiality protections, which they demonstrably lack, is a necessary but not sufficient condition to their demand being upheld. And -- and, really, it's the lack of narrow tailoring, the lack of a state interest -- and, by the way, Justice Alito, I should emphasize, for Mr. Bauman's cases, it was -- those were not instances where it was the upfront collection of Schedule B that was useful. They, for all they know, obtained it via audit letter. So we think the confidentiality issues add to the record of unconstitutionally, but they're -- and -- and -- and even as to those, just focusing on them, there's nothing California can do at this point that would convince reasonable donors and charities that have seen the dismal record of confidentiality lapses that now those have truly been fixed.",0,0
2020_19-251,j__sonia_sotomayor,34,"Counsel, please.",Derek L. Shaffer,"If I may, Justice Sotomayor, we think that Doe, respectfully, is categorically inapposite. It is explicitly specific to the electoral context. The Court said so repeatedly in its opinion. And it -- and it turns --",0,0
2020_19-251,j__sonia_sotomayor,36,"If -- if that were the case, then Doe didn't have to go through its analysis. It would have just said it's electoral.",Derek L. Shaffer,-- on the significant question --,0,0
2020_19-251,j__sonia_sotomayor,38,"And yet, it went through it. And Buckley itself said that -- that the NAACP's exacting scrutiny was something different than what's the least -- the least restricted means of doing something.",Derek L. Shaffer,I -- I --,0,0
2020_19-251,j__sonia_sotomayor,40,All right. So --,Derek L. Shaffer,"And, Justice Sotomayor, we think you could stop short of requiring the least restrictive alternative even in this context and still reach the same result --",0,0
2020_19-251,j__sonia_sotomayor,42,"-- let me -- let me go to everything you're saying about California, okay? I assume that the vast majority of charities are not involved in fraud. You're seeming to assume that the numbers of cases in which this is useful has to be dramatically large because charities are dramatically largely committing fraud. What if I disagree with you, number one? Number two, the interest that California has in this schedule is, in part -- there was testimony by the head of the charitable organization and by the investigating -- auditing team that if you give out a subpoena or an audit letter, that it tips off -- and there has been history of these letters tipping off -- fraudsters and then hiding -- and then hiding their illegality. So the audit -- this -- this disclosure saves some time because audit and subpoena letters take them a long time to get the information. B, it helps them identify, when a report comes in of problems, whether it supports further investigation. And, C, it helps avoid the tipping that they're concerned about. Given that state interest, if the State had properly kept this nonpublic, why would it be not narrowly tailored?",Derek L. Shaffer,-- because there's no tailoring here.,0,0
2020_19-251,j__sonia_sotomayor,44,Or even fit our usual definition of exacting scrutiny?,Derek L. Shaffer,"Let me take, if I may, the last part of that --",0,0
2020_19-251,j__sonia_sotomayor,156,"I am think -- I'm thinking along Justice Alito's questioning, and it seems to me that you are basically asking a question that the Ninth Circuit -- you're saying the Ninth Circuit didn't answer. And it's -- and the question you think the Ninth Circuit didn't answer is do -- can -- do donors have a reasonable fear -- given the state's past disclosure problems, is it reasonable for them to be chilled? Is that what you're asking the Court to do?",Elizabeth B. Prelogar,"Our position is that the court of appeals should complete its analysis and conduct that inquiry in the first instance. And, ultimately, the -- the interest of the United States here is in -- in the legal standards that apply to disclosure requirements in this context. So we haven't taken an ultimate position on the outcome of the as-applied exemption, but we do think it needs to be given meaningful consideration.",2,0
2020_19-251,j__sonia_sotomayor,158,"All right. Now, if that's the way you think it should -- and I actually may agree with you that that's what our -- our case law would suggest. Is that a factual question or is that a legal question that we should answer?",Elizabeth B. Prelogar,"Yes, Justice Sotomayor, that's largely how we think the chilling effect should be measured in this case.",2,0
2020_19-251,j__sonia_sotomayor,160,"Now let me tell you how -- what I've been struggling with in this case, and perhaps you'll tell me if I'm struggling rightly or wrongly, given our -- what you believe our exacting scrutiny standard requires. It seems to me that what we look at first is, can a disclosure hurt a party? We don't -- generally, we ask three questions, but, if I take them backwards, we look at, is there a potential burden? And I think it goes without dispute in this case that the Petitioners have shown that a disclosure of their donors could harm them. I don't think you dispute that, correct?",Elizabeth B. Prelogar,"That's, I think, a mixed question, and in this realm, the Court has recognized that mixed questions should generally be answered de novo by looking at how the legal standard applies to the particular facts.",2,0
2020_19-251,j__sonia_sotomayor,162,"That's the point. Now the question is, if it's not a public disclosure, which this law purports to be, we would balance whatever -- whether the state has a substantial interest, not a compelling interest but a substantial interest, in this information. And I guess the other side is saying, given the number of times we use it, even if it's small, 10 times, this is a substantial interest. It helps us in our law enforcement. So the issue really is, has the State proven that it's really not -- it's really going to keep this private? Isn't that the bottom line?",Elizabeth B. Prelogar,"If it were a public disclosure, that's correct.",2,0
2020_19-251,j__sonia_sotomayor,244,"Counsel, I believe, and my memory could be wrong, that the district court, in the end, commended you for the efforts you had made for privacy but that it concluded that, given the preaches -- the breaches in the past that a reasonable person, donor, might not have that much faith in the AG's office and that it would chill them from making donations. And that's one of the reasons, if not the reason, it issued the injunction, which the Ninth Circuit vacated. So what are we to do with that? I mean --",Aimee A. Feinberg,"With respect to a nonpublic reporting requirement with a challenger asserting claims -- asserting threats, harassment, and reprisals from the public, that would be a very difficult standard to meet because --",1,0
2020_19-251,j__sonia_sotomayor,246,"-- isn't that the nub of this? An exemption is only necessary if you're going to make it public, and, you're right, the district court has to determine whether your office has a reputation or a reasonable possibility that it's going to engage in political retaliation and leak it secretly, et cetera, et cetera. But what do we do with that finding, that given your past breaches you have essentially turned this into a public disclosure case?",Aimee A. Feinberg,Your Honor --,1,0
2020_19-251,j__sonia_sotomayor,248,"Well, let me just give you an example. And -- and I think your -- someone said this earlier. It might have been the other side. How about if the requirement was that you hand-deliver this list to somebody in the AG's office who's going to put it in a locked file? Is that a guarantee better than putting it on the Internet with all of the anti-hacking procedures you have? There is a normal human fear about hacking, that they can hack anything.",Aimee A. Feinberg,"Justice Sotomayor, I read the district court's decision as, as you note, commending the Attorney General's Office for its changes but faulting the Attorney General's Office for at that point not being able to guarantee confidentiality. We don't think that sort of guarantee can be the standard and that the lack --",1,0
2020_19-251,j__sonia_sotomayor,250,"By the way, there is a serious question. If someone came in and argued that they were fearful on general hacking, we probably, under Clapper, would say they don't have standing to claim a -- a -- an injury. But go ahead.",Aimee A. Feinberg,"In that hypothetical, it's true that general concerns about hacking would not be present. Here --",1,0
2020_19-251,j__sonia_sotomayor,252,"That's including the IRS, correct?",Aimee A. Feinberg,"With respect to hacking, Justice Sotomayor, it is a present risk in modern society that no system can have a 100 percent safeguard against, but the important point here --",1,0
2020_19-8709,j__sonia_sotomayor,42,"Counsel, I think Justice Scalia would have agreed with you in his -- by his dissent in Neder. But putting that aside, I have two questions that I hope you'll get to in my time. The first is I don't know that the focus of prong 3 and prong 4 are the same. Prong 3, I think, clearly is related to the proceeding at issue: Would he have been found guilty? But prong 4 is talking more broadly about the public's perception of the judicial system as qua system. And so I don't know that the answer to your question is the same with respect to prong 3 and prong 4. I understand your argument that whether this proceeding would have been different, yes, under prong 3, and so that you may have shown prejudice, but, with respect to prong 4, I think that what the public would be looking at, qua the judge as well, is the entire proceeding. And, there, I don't see why a judge can't look at the facts of -- of a particular case from beginning to end to determine whether the public would have seen this as an injustice. And given all of the circumstances or potential circumstances, some of which are just like this case, that Justice Alito mentioned, your defendant was just released from prison six months before he was arrested for this charge, and he had served either 20 months or 36 months, it's impossible to believe that there's any reasonable doubt that he could have put his knowledge in contention. So why am I looking at this the wrong way?",M. Allison Guagliardo,"Your Honor, what has happened in this case is there has been no fact-finder in the district court, either the trial judge or the jury, on this mens rea element. So, yes, there is a Sixth Amendment component. There's also a Fifth Amendment component because this -- this -- this element of the offense was not charged or heard in the district court at any proceeding.",0,1
2020_19-8709,j__sonia_sotomayor,44,"That -- that -- that is assuming we're -- we're -- we're looking just at that proceeding to understand it as an outcome of the trial. But the conviction is the issue. I do have a question in response -- in your response to Justice -- the Chief Justice, okay? Certainly, if, on prong 4, the record did show some contravention at the sentencing hearing or, et cetera, that mental health was at issue, the appellate court could look at that. But I take -- I go a step further. Assuming that because nobody thought knowledge was at issue, that evidence had never made it into the record, I'm not sure that you could present it. As I see Federal Rule 10 -- Federal Appellate Procedure Rule 10(e)(2)(C), it only allows for corrections of errors in the record to bring in new evidence only if it was in error, and you can -- and the court can take judicial notice of undisputed facts, but if there's something that's not in the record at all, and I'm talking just the trial record, but not there at all, but it's something you didn't put in because you didn't know it would be at issue, do you know of any way for you to get it before the appellate court?",M. Allison Guagliardo,"Well, Your Honor, even at prong 4 -- and I'll refer to the Court's decision in Johnson -- even in prong 4, the outcome of the proceedings is still a guilty verdict. And in Johnson, the Court was able to affirm based on the overwhelming evidence on the element before the fact-finder at the trial, and so -- and in the later case of Marcus, for example, the Court addressed the fact that that was such an instance where the verdict had not undermined the fairness, integrity, and reputation of proceedings, and that was because the evidence at the trial had been --",0,1
2020_19-8709,j__sonia_sotomayor,46,Is there any means --,M. Allison Guagliardo,"No, Your Honor. And that is precisely the problem here, is, on appeal, we cannot introduce new evidence. And -- and the record here, because of the uniform precedent before Rehaif, it -- the record was not constructed to address the defendant's mental state by --",0,1
2020_19-8709,j__sonia_sotomayor,131,"So you were about to make -- to say something, a concession of some sort when you were being questioned, I believe, by one of my colleagues. There does seem to be an unfairness to a defendant in this situation who doesn't know knowledge is at -- is at issue and who may not have created a record about knowledge, but he has all sorts of evidence to show mental illness, all of the factors that Justice Alito set forth, mental illness or he was young, the judge told him it -- didn't tell him it was a felony, his lawyer didn't. Under state law, it wasn't classified as a felony. But none of that is in the record. You seem to concede he could put that into the appellate record. I just don't see what rule gives him an opportunity to do that, number one. Number two, if there's no explicit rule, are you willing to concede that we should say there is that assumption? And then, number three, going back to Justice Breyer's question, is it an -- is it an equal or unequal opportunity? Do you have a chance to put forth countervailing evidence? And at what point does the appellate court become a trier of fact rather than a reviewer of legal error? Because, if you're going to let the government put in all its counter-evidence that's not in the record, don't we become triers of fact?",Benjamin W. Snyder,"I -- I think that's right, Your Honor. It's -- I mean, I don't want to rule out the possibility there, and it's beyond this case, but I think the ultimate question there would be the question that the court asks at prong 4 of the plain-error analysis, which is one of fundamental fairness.",1,1
2020_19-8709,j__sonia_sotomayor,133,But I don't want something that depends on your agreement. There has to be a legal compulsion to do it. So how do we write it?,Benjamin W. Snyder,"So let me try to take those in the order you gave them. On the first question, Your Honor, as I said, we -- we have agreed to supplementation of the record under Rule 10 --",1,1
2020_20-255,j__sonia_sotomayor,33,"Ms. Blatt, the problem that I have with Tinker is that I'm not sure it's any clearer a rule than any of the others that you're criticizing. Let me start with just this case. Can you punish the student for cursing at home --",Lisa S. Blatt,"I think, with something like a name, a school could say: Listen, we're going to have -- everybody is going to be called by the name we have on the school records as a matter of decorum. We're going to do that. And if they want, they can just accommodate the person by saying why don't you just call -- call him/her Johnny, or whatever the name is, and just use that and say Johnny's book. I think you just accommodate. But, to answer your question about being -- you know, that's why -- Tinker has been around for 51 years. The federal government has, like, 10 federal agencies that deal with this. Schools have to deal with this every day. They try not to make mistakes while keeping kids from killing themselves because they're bullied.",0,1
2020_20-255,j__sonia_sotomayor,35,-- or at her parents' -- at home?,Lisa S. Blatt,Absolutely --,0,1
2020_20-255,j__sonia_sotomayor,37,Can you -- can you curse -- can you punish her for cursing in her conversations as she walks to school?,Lisa S. Blatt,"-- absolutely not, nor could you do that --",0,1
2020_20-255,j__sonia_sotomayor,39,"All right. Now, if you can't punish them for doing that, you're punishing her here because she went on the Internet and cursed and used a curse word related to what? To her unhappiness with the school and cheering, right?",Lisa S. Blatt,"Absolutely not, although, under Respondent's test, I guess you can. But absolutely not.",0,1
2020_20-255,j__sonia_sotomayor,41,Well --,Lisa S. Blatt,"Yes, she berated her coaches, the sport, and other teammates --",0,1
2020_20-255,j__sonia_sotomayor,43,"-- we could quibble with that, but my point is, I'm told by my law clerks, that among certain populations -- a certain large percentage of the population, how much you curse is a badge of honor. That would surprise many parents. However, if it is true, where do we draw the line with respect to it targeting a school? Kids basically talk to their classmates. Most of their conversation is about school. Most of their exchanges have to do with their perceptions of the authoritarian nature of their teachers and others. And why isn't this any different than just that the coach of this team took personal offense?",Lisa S. Blatt,-- and that --,0,1
2020_20-255,j__sonia_sotomayor,45,"She spent -- she spent a few minutes talking to students, reporting this incident. How is that a substantial disruption, number one? And how is this, the nature of the speech, such that it intends to provoke disrespect when she put it to a page that was supposed to disappear and it was only a classmate taking a snapshot who showed it to anybody?",Lisa S. Blatt,So all those are --,0,1
2020_20-255,j__sonia_sotomayor,47,"Counsel, I note --",Lisa S. Blatt,"Yeah. Well, Justice Sotomayor, I'm not impressed with the snapshot defense -- Snapchat defense because she could do the same thing to a thousand people and say, oops, it disappeared and I'm going to do this every night to my coaches. They don't like it. It's disrespectful. My teammates are afraid of me. I don't really care. And the answer is because she's a cheerleader and it's an extracurricular program where she consented to an extra degree of regulation because she's a school ambassador. It's a self-contained program that teaches not just teamwork but respect for coaches.",0,1
2020_20-255,j__sonia_sotomayor,49,"-- that the school's ban on cursing is only during the school year, and you did not rely or your teacher did not rely on that prohibition of cursing in its punishment of her.",Lisa S. Blatt,If you're --,0,1
2020_20-255,j__sonia_sotomayor,135,"Mr. Stewart, your test speaks about -- I'm not sure, and I -- I'm following Justice Thomas's questioning -- seems to focus on sports teams, but one could say that about any extracurricular activity, that there is team spirit of some sort involved in science lab work, in after-school science lab work, in forensic speech-writing or arguing. There isn't an after-school activity where the spirit of that activity couldn't be perceived as being impacted by what people find is unpopular. So let's get to a Black Lives Matter T-shirt. How about if -- or the Confederate flag. How about if students in any after-school activity want to wear those T-shirts? When would you say that the school could ban that?",Malcolm L. Stewart,The other thing I would say is the Tinker framework in -- in some respects will apply quite differently in the schools with -- within the schools.,0,1
2020_20-255,j__sonia_sotomayor,137,But why?,Malcolm L. Stewart,"I -- I -- I would say not at all, at -- at least not on the team-building concept -- con -- concept.",0,1
2020_20-255,j__sonia_sotomayor,139,"Do you agree with Ms. Blatt, if there is race tensions, any other kind of tensions on the team, that the school could intervene at a certain point?",Malcolm L. Stewart,"That is -- I think that's simply a -- a case in which the right -- the free speech rights of the students would be paramount. That is, it is possible in theory to imagine a team in which almost all the members support a particular political candidate and to some degree the presence of a teammate who supports the -- the opposing political candidate is going to be a -- a source of argumentation, but that doesn't strike at the core of what the team is about. The -- what strikes at the core of the team is --",0,1
2020_20-255,j__sonia_sotomayor,233,"Mr. Cole, the problem with your line-drawing is we have traditional categories: fighting words, obscenity, true threats. We even have definitions of what constitutes sexual harassment. The level at which speech has to arrive to meet those standards is very, very high, and I'm dubious that most of the conduct that teenagers engage in would fit any of our traditional categories. So let's talk about harassment, okay? A common episode, I think I read it in a newspaper, a young girl is subjected to -- each time she goes out of the house, whether she's in the playground, not the school playground, or walking to school with a group of classmates walking by and saying, you're so ugly, why are you even alive? That's not a true threat. They're not threatening her with any bodily harm. It is not harassment if that's all -- if they're just speaking. So -- and they're not interfering with her movement to or from school. Why -- that would be the kind of situation that I don't see a First Amendment category fitting. So, under your theory of this case, would the school be powerless?",David D. Cole,-- the First Amendment requires them.,1,1
2020_20-255,j__sonia_sotomayor,235,Is what?,David D. Cole,"Absolutely not. The -- the school would be permitted to regulate that conduct if it satisfies a First Amendment, permissible definition of bullying. And we think a First Amendment, permissible definition of bullying --",1,1
2020_20-255,j__sonia_sotomayor,237,What's aggressive about that?,David D. Cole,-- like a first -- is severe -- severe or pervasive interpersonal aggression --,1,1
2020_20-255,j__sonia_sotomayor,239,What's --,David D. Cole,-- that interferes with access to education --,1,1
2020_20-255,j__sonia_sotomayor,241,"I -- I -- counsel, please, stop. What's aggressive about it? Basically walking by someone and saying, you're ugly, why are you around? There's a lot of conduct that comes to the edge. You're now asking schools to determine what is constitutional in terms of misbehavior by students that they can attempt to control or not control?",David D. Cole,"-- which is, in fact, the standard that both of the --",1,1
2020_20-255,j__sonia_sotomayor,243,But you're saying they can't do it --,David D. Cole,"Your Honor, within the school context, all they have to find is that it's disruptive. You could be -- one student could be being mean to or teasing a student next to them, and the school can come in because it's disruptive, period, end of -- end of story. And that's what -- how --",1,1
2020_20-255,j__sonia_sotomayor,245,-- if the -- if that's happening outside the school grounds?,David D. Cole,-- how --,1,1
2020_20-255,j__sonia_sotomayor,247,"All right. Counsel, you said to me --",David D. Cole,"That's right. That's right, because outside of the school, the -- the school -- the school doesn't exercise supervisory authority. The parents do. Outside of the school, the child is -- has the protection of its -- its parents; inside the school, it doesn't. Inside the school, the -- the child is captive; outside the school, it's not. And that doesn't mean you can't deal with bullying and harassment.",1,1
2020_20-255,j__sonia_sotomayor,249,"-- you said to me that there could be conditions to being a member of a team, correct?",David D. Cole,You just have to do so --,1,1
2020_20-255,j__sonia_sotomayor,251,Could one of those conditions be that you won't post foul language on social media?,David D. Cole,Yes.,1,1
2020_20-255,j__sonia_sotomayor,253,"Well, let's -- let's look at --",David D. Cole,I think the question would be whether that's necessary or -- or even reasonable in terms of the --,1,1
2020_20-255,j__sonia_sotomayor,255,"-- this school code. It doesn't go far -- far enough away, but it says: We -- we want the highest -- ""must earn the right to represent the school by conducting themselves in such a way that the image of the -- of the school district would not be tarnished in any way."" Our cheerleaders are team members. Using foul language on social media or at any school function would be -- would be a tarnishment. You can't -- you won't do it, or you'll be punished. Is that a contract that's enforceable?",David D. Cole,"-- the purposes of the team. So, if it were, yes.",1,1
2020_20-255,j__sonia_sotomayor,257,"So why is it -- I know that -- what the court found below, but one of the things that it says here, the negative information rule, or the cheerleading rules provided, ""there will be no toleration of any negative information regarding cheerleading, cheerleaders, or case -- or coaches placed on the internet [sic]."" Why isn't what your client did a violation, a clear violation of that part of the code?",David D. Cole,"So I -- I -- I think the -- the -- the -- that is a -- again, that's -- that's a question that's outside of the scope of the question presented because they did not petition from the determination that she didn't, in fact, violate those rules. She spoke out of season. She did not speak at an event. But, yes, I think teams have quite a bit of leeway in terms of imposing conditions on players as long as they're set out in advance and the players agree to abide by them and they're reasonably tied to -- to the -- you know, the -- the needs of teenagers.",1,1
2020_20-315,j__sonia_sotomayor,39,"Counsel, I -- I'm sorry, I'm -- I'm lost. Aren't asylum -- people who receive asylum, they're not admitted, but they're in non-immigrant status, aren't they?",Amy M. Saharia,"It does satisfy 1255(a), but it does not satisfy Section 1255(k), which Petitioners need to satisfy as employment-based applicants.",0,1
2020_20-315,j__sonia_sotomayor,41,But crewmen are in non-immigrant status?,Amy M. Saharia,"No, they're in asylee status. They are not in non-immigrant status.",0,1
2020_20-315,j__sonia_sotomayor,43,"One of your other arguments is that Section 1254a(f)(4) provides that TPS recipients should be considered as both being in and maintaining lawful status as a non-immigrant. And you're right that usually we hesitate to interpret a statute in a way that would make any of its provisions inoperative or irrelevant. In the case of ""being in,"" however, the government responds that ""being in"" parallels Section 1255(c)(2) bar on an applicant who is in unlawful immigration status, while the ""maintaining"" parallels the separate bar on an applicant who has failed to maintain continuously a lawful status. Now your reply brief did not comment on the government's argument, because it is a way to understand that there's not a super -- a superfluous argument. So do -- would you comment now and explain why the government's wrong?",Amy M. Saharia,"That is correct, and that's why, for -- for crewmen, Congress had to create a special statutory exception, because the default rule in the INA is that persons with non-immigrant status are admitted.",0,1
2020_20-315,j__sonia_sotomayor,45,"Thank you, counsel.",Amy M. Saharia,"Sure. Two -- two reasons. Number one, the government's argument that the language of Section (f)(4) simply tracks the ""being in and maintaining"" language in (c)(2) overlooks the words ""as a non-immigrant"" and gives no effect to those words. But, with respect to the ""being in and maintaining"" language in particular, the government's position is that the only people who benefitted from this provision when it was enacted are people who were already in lawful non-immigrant status. And for those people, the word ""maintain"" does all the work. It satisfies both the -- the ""being in and maintaining language"" in (c)(2), and that is why, when Congress wrote other contemporaneous provisions, including in the rejected Senate version of this very act, and it expressly limited the adjustment of status benefit to persons who were already in lawful non-immigrant status, as the government claims this provision does, Congress used only the word ""maintaining."" The government has given no effect to Congress's obvious choice to use broader language in (f)(4) and to omit any restrictive language restricting the benefit of (f)(4) to persons already in lawful non-immigrant status.",0,1
2020_20-315,j__sonia_sotomayor,108,"Counsel, I'd like to return to Justice Thomas's question about people who have traveled abroad, been given permission, TPS people who have been given permission to travel abroad. The Miscellaneous and Technical Immigration and Naturalization Amendments of 1991 provide that, in the case of an alien who's given TPS, whom the Attorney General authorizes to travel abroad temporary -- temporarily, and who returns to the U.S. in accordance with such authority, the alien shall be inspected and admitted in the same immigration status that the -- that the alien had at the time of departure. It says it right there: shall be inspected and admitted. By the plain text, it seems to me that any TPS holder who is granted permission to travel abroad and return would be admitted within the meaning of Section 1255. Yet you're telling me that the agency has said no in 2020. It makes no sense to me, counsel. You yourself argue that there's a difference between being -- between lawful non-immigrant status and admission -- and admission, and if that's the case, how do you -- how can you win on that argument?",Michael R. Huston,"I think the Court's decision in Brand X recognizes that it is possible theoretically that there can be more than one reasonable construction of a statute. I think what we're saying is, if you wanted to avoid getting into the Chevron framework altogether, you could do so by simply saying that our interpretation is better than the one that Petitioners have reached. But the -- the -- the more standard procedure, I think, in a case like this, the Court's precedents show, would be to ask whether the agency's longstanding and consistent interpretation is reasonable, and, if so, it prevails.",1,1
2020_20-315,j__sonia_sotomayor,110,"Well, but whether it was treated as a parole or not, we got to go by the words of the statute, and the words of the statute talk about it being an admission.",Michael R. Huston,"Justice Sotomayor, the first thing to note about this argument, of course, is that Petitioners have expressly waived it in this case. And as my friend explained, that's because the government's consistent practice before 2020 has been to treat the return from authorized travel for TPS recipients as a parole, and that, of course, wouldn't help them. Now, setting that aside, I'm happy to answer the question.",1,1
2020_20-315,j__sonia_sotomayor,112,"So you want to recharacterize it as a parole, or I don't know why they -- they forfeit it at all, but other people may not. It -- it just seems to me that, if you're asking us to find the better reading of a statute, we should go by its terms. Those people have been admitted.",Michael R. Huston,Yes. Justice --,1,1
2020_20-315,j__sonia_sotomayor,114,"Now then we get into Chevron. But, if we're going to go, as we have suggested, which is go to the better -- go to the better reading of the actual language of the statute, you lose.",Michael R. Huston,"Justice Sotomayor, we think that the clear import of MTINA, this statute, is to make the point that when a person who has TPS is authorized to travel abroad and comes back, they come back and return in the same immigration status that they had when they went out. And I think that is certainly the most natural reading of that -- of that text, and it's -- at minimum, it's a reasonable reading of that text in light of the --",1,1
2020_20-315,j__sonia_sotomayor,116,"Thank you, counsel. I've run out of time.",Michael R. Huston,"No. Respectfully, Justice Sotomayor, I mean, I disagree with that. I think the other thing to note about this argument, of course, is that it's outside the scope of the question presented because it only applies to people who travel abroad. And the question presented in this case was about the effect of granting TPS itself. But, again, I think the clear import of MTINA is to specify that a person goes out and comes back in the same status. And what that's going to mean for a person like Petitioners is that they will return to the United States in the status of someone who has no lawful immigration status, who is present here unlawfully and is subject to removal but, because of TPS, will not be removed temporarily during conditions in their home country. That's their immigration status.",1,1
2020_20-334,j__sonia_sotomayor,33,"Counsel, did you know how much the bond was when it was sought from -- to be placed at the district court?",Daniel L. Geyser,"We -- we could have, Your Honor, but I -- I think that the -- the Respondents are in the best position to know, based on their own net worth and their own financial situation, whether they are capable of obtaining alternative forms of security. It's not really our job to ask them what -- can we look at your finances and peek under the hood and see if there was something better you could have pursued? They came to us with the bond request. And as -- as the lead plaintiff on behalf of a class, the City had a -- a fiduciary obligation to make sure the judgment is protected for the class. And the other side offered to post a bond, and that was their one and only suggestion.",0,1
2020_20-334,j__sonia_sotomayor,35,"All right. So you've know these costs -- you know -- knew this cost. Now, going back to what you said to us from the beginning so that I understand, you knew what they were; you had an opportunity, if you chose, to tell the circuit court we know the cost is high, we don't believe it's just; do you want to hear it or do you want to let the district court decide that? Why can't you pursue that sort of process?",Daniel L. Geyser,"I -- I believe we -- we either knew the cost or -- or the -- a rough estimate of the cost, yes.",0,1
